victim,gender,race,date,city,state,county,death,charges,mental_illness,weapon,weapon_type,threat,fleeing
33,Male,Hispanic,3/12/2017,Orange,CA,Orange,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
38,Female,Black,3/11/2017,Milwaukee,WI,Milwaukee,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
30,Male,Black,3/11/2017,Baton Rouge,LA,East Baton Rouge,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
51,Male,White,3/11/2017,Midlothian,TX,Ellis,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
40,Male,White,3/10/2017,Escondido,CA,San Diego,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
24,Male,Hispanic,3/9/2017,Santa Clara,CA,Santa Clara,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
35,Female,White,3/9/2017,Galveston,TX,Galveston,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
29,Male,White,3/9/2017,Huntington Beach,CA,Orange,Gunshot,No known charges,Yes,Allegedly Armed,baseball bat and bottle,other,Not fleeing
Unknown,Male,Unknown race,3/8/2017,Perris,CA,Riverside,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
25,Male,White,3/8/2017,Charlotte,NC,Mecklenburg,Gunshot,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing
91,Male,White,3/8/2017,New Castle,PA,Lawrence,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
41,Male,Black,3/7/2017,Ladera Heights,CA,Los Angeles,"Gunshot, Taser",No known charges,Yes,Unclear,electric razor on cord,other,Not fleeing
38,Male,White,3/7/2017,Strongsville,OH,Cuyahoga,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
47,Male,White,3/6/2017,Spokane,WA,Spokane,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
70,Male,Hispanic,3/4/2017,Los Angeles,CA,Los Angeles,"Gunshot, Taser",No known charges,Unknown,Allegedly Armed,pipe,other,Not fleeing
23,Male,White,3/4/2017,Cabazon,CA,Riverside,Gunshot,No known charges,Unknown,Unclear,metal object,other,Foot
38,Male,White,3/4/2017,Oklahoma City,OK,Oklahoma,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
25,Male,Native American,3/3/2017,Lemoore,CA,Kings,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
32,Male,White,3/3/2017,Englewood,CO,Arapahoe,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
25,Male,Hispanic,3/2/2017,Reno,NV,Washoe,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
37,Male,Hispanic,3/2/2017,Paterson,NJ,Passaic,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
27,Male,Hispanic,3/2/2017,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
34,Male,Hispanic,3/2/2017,San Marcos,CA,San Diego,Gunshot,No known charges,No,Unclear,baseball bat,other,Not fleeing
33,Male,White,3/2/2017,Wausau,WI,Marathon,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
40,Male,Black,3/1/2017,Lufkin,TX,Angelina,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
20,Male,Black,2/28/2017,Orlando,FL,Orange,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
25,Male,Black,2/28/2017,Houston,TX,Harris,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
43,Male,Hispanic,2/28/2017,Houma,LA,Terrebonne,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
27,Male,White,2/27/2017,Shelby,NC,Cleveland,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Foot
40,Male,White,2/27/2017,Merrill,WI,Lincoln,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
46,Female,White,2/26/2017,Ripon,CA,San Joaquin,Gunshot,Charged with a crime,No,Vehicle,vehicle,other,Car
36,Male,White,2/26/2017,Tooele,UT,Tooele,Gunshot,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing
41,Male,White,2/26/2017,Englewood,FL,Charlotte,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
66,Male,White,2/26/2017,Floral City,FL,Citrus,Gunshot,No known charges,No,Allegedly Armed,gun,other,Car
23,Male,Black,2/25/2017,Rocklin,CA,Placer,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Foot
39,Male,White,2/25/2017,Lumpkin,GA,Stewart,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
44,Male,Black,2/24/2017,Little Rock,AR,Pulaski,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
33,Female,White,2/24/2017,Lake Jackson,TX,Brazoria,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
30,Male,White,2/24/2017,London,KY,Laurel,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
62,Male,White,2/24/2017,Reading,PA,Berks,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
53,Male,White,2/24/2017,Jackson,GA,Butts,Taser,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
24,Male,Black,2/23/2017,Reno,NV,Washoe,Gunshot,No known charges,No,Allegedly Armed,gun,other,Foot
47,Male,Black,2/23/2017,Washington,DC,District of Columbia,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
33,Male,Hispanic,2/23/2017,Newton,KS,Harvey,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
38,Male,White,2/23/2017,Columbus,OH,Franklin,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,Not fleeing
54,Male,White,2/23/2017,Fairfax,OK,Osage,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
30,Female,Black,2/22/2017,Austin,TX,Travis,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Car
41,Male,Black,2/22/2017,Conroe,TX,Montgomery,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
26,Male,White,2/22/2017,Princeton,WV,Mercer,Gunshot,No known charges,Unknown,Allegedly Armed,knife,other,Not fleeing
28,Male,White,2/22/2017,Lake Alfred,FL,Polk,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
63,Male,Black,2/21/2017,St. Louis,MO,St. Louis,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
25,Male,Hispanic,2/21/2017,Ogden,UT,Weber,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
38,Male,Hispanic,2/21/2017,Roy,UT,Weber,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
39,Male,Hispanic,2/21/2017,Colorado Springs,CO,El Paso,Gunshot,No known charges,No,Allegedly Armed,gun,other,Other
51,Male,White,2/21/2017,Beaverton,OR,Washington,Gunshot,No known charges,Unknown,Allegedly Armed,gun,other,Not fleeing
26,Male,White,2/20/2017,Brooksville,FL,Hernando,"Gunshot, Taser",No known charges,Unknown,Allegedly Armed,knife,attack,Not fleeing
27,Male,White,2/20/2017,St. Joseph,MO,Buchanan,Gunshot,No known charges,No,Vehicle,vehicle,attack,Not fleeing
27,Male,Black,2/19/2017,Kent,OH,Portage,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
26,Male,Hispanic,2/19/2017,Tucson,AZ,Pima,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
18,Male,Hispanic,2/19/2017,Brooklyn,NY,Kings,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Foot
33,Male,White,2/19/2017,Bull Shoals,AR,Marion,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
46,Male,Black,2/18/2017,Efland,NC,Orange,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
22,Male,Black,2/18/2017,Portland,ME,Cumberland,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,toy weapon,other,Not fleeing
48,Male,Pacific Islander,2/18/2017,Honolulu,HI,Honolulu,Physical restraint,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
35,Male,Black,2/17/2017,Big Lake,AK,Matanuska Susitna,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
32,Male,White,2/17/2017,Oakland,CA,Alameda,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
33,Male,White,2/17/2017,Cerritos,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
34,Male,White,2/17/2017,Tulsa,OK,Tulsa,Gunshot,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing
30,Male,White,2/17/2017,Grand Prairie,TX,Dallas,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
17,Male,Black,2/16/2017,Brooklyn,NY,Kings,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
21,Male,Black,2/16/2017,Gardena,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
48,Male,Hispanic,2/16/2017,San Antonio,TX,Bexar,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
22,Male,White,2/16/2017,Douglas City,CA,Trinity,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
24,Male,Black,2/15/2017,Durham,NC,Durham,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
55,Male,Hispanic,2/15/2017,Newman,CA,Stanislaus,Gunshot,No known charges,No,Unclear,undetermined,attack,Not fleeing
33,Male,White,2/15/2017,Cape Girardeau,MO,Cape Girardeau,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
35,Male,White,2/14/2017,Vincennes,IN,Knox,Gunshot,No known charges,No,Allegedly Armed,gun,other,Other
53,Male,White,2/14/2017,Columbus,OH,Franklin,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
64,Male,White,2/14/2017,Shelbyville,IN,Shelby,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
19,Male,Black,2/13/2017,Detroit,MI,Wayne,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,Other
53,Male,White,2/13/2017,Topock,AZ,Mohave,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
32,Male,White,2/13/2017,Knoxville,TN,Knox,Gunshot,No known charges,Drug or alcohol use,Vehicle,vehicle,attack,Car
31,Male,Black,2/12/2017,Durham,NC,Durham,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,other,Other
26,Male,Hispanic,2/12/2017,Goleta,CA,Santa Barbara,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Foot
Unknown,Male,Unknown race,2/12/2017,Terrell,TX,Kaufman,Gunshot,No known charges,No,Vehicle,vehicle,other,Other
27,Male,Black,2/11/2017,Kansas City,MO,Jackson,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
33,Male,Pacific Islander,2/11/2017,Aiea,HI,Honolulu,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
37,Male,White,2/11/2017,Greenville,SC,Greenville,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
32,Male,White,2/11/2017,Louisville,KY,Jefferson,Gunshot,No known charges,Yes,Unclear,metal stick,attack,Not fleeing
23,Male,Black,2/10/2017,Bridgeton,NJ,Cumberland,Gunshot,No known charges,No,Allegedly Armed,gun,other,Foot
25,Male,Black,2/10/2017,Greensboro,NC,Guilford,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Other
31,Male,Black,2/10/2017,Nashville,TN,Davidson,Gunshot,No known charges,No,Allegedly Armed,gun,other,Foot
55,Female,White,2/10/2017,Chicago,IL,Cook,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing
18,Female,White,2/10/2017,Vassalboro,ME,Kennebec,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
25,Male,White,2/10/2017,Vancouver,WA,Clark,Gunshot,No known charges,No,Allegedly Armed,knife,other,Foot
45,Male,White,2/10/2017,Bethany,OK,Oklahoma,Gunshot,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
25,Male,White,2/10/2017,Vassalboro,ME,Kennebec,Gunshot,No known charges,No,Vehicle,vehicle,other,Not fleeing
17,Male,Black,2/9/2017,Portland,OR,Multnomah,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,other,Foot
33,Male,Hispanic,2/9/2017,Lake Stevens,WA,Snohomish,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
Unknown,Male,Native American,2/9/2017,Bloomfield,NM,San Juan,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Other
26,Male,White,2/9/2017,Geneva,OH,Ashtabula,"Gunshot, Taser",No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
25,Male,Black,2/8/2017,Chicago,IL,Cook,Gunshot,Charged with a crime,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Foot
30,Male,Hispanic,2/8/2017,Woodland,CA,Yolo,Taser,No known charges,Unknown,Unclear,golf club,attack,Not fleeing
34,Male,Native American,2/8/2017,Anadarko,OK,Caddo,Gunshot,No known charges,No,Allegedly Armed,knife,other,Other
29,Male,White,2/8/2017,Brookville,IN,Franklin,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
18,Male,Black,2/7/2017,Baltimore,MD,Baltimore City,Gunshot,No known charges,No,Allegedly Armed,gun,other,Other
34,Male,White,2/7/2017,Warren,OH,Trumbull,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
35,Male,White,2/7/2017,Mount Pleasant,TN,Maury,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,Car
18,Male,White,2/7/2017,Pisgah,AL,Jackson,"Gunshot, Taser",No known charges,Unknown,Unclear,piece of wood,other,Not fleeing
51,Male,White,2/7/2017,Richmond,KY,Madison,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
50,Male,Black,2/6/2017,Commerce City,CO,Adams,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
22,Male,Black,2/6/2017,Jacksonville,FL,Duval,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
52,Male,Hispanic,2/6/2017,Santa Monica,CA,Los Angeles,"Gunshot, Taser",No known charges,No,Allegedly Armed,knife,attack,Foot
41,Male,Black,2/5/2017,Englewood,OH,Montgomery,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
45,Male,Black,2/5/2017,Fremont,CA,Alameda,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
33,Male,Hispanic,2/5/2017,Pueblo,CO,Pueblo,Gunshot,No known charges,No,Vehicle,vehicle,other,Not fleeing
68,Male,Black,2/4/2017,Kansas City,MO,Jackson,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
23,Male,Hispanic,2/4/2017,Moultrie,GA,Colquitt,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
56,Male,White,2/4/2017,Deland,FL,Volusia,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
41,Male,Asian,2/3/2017,Panhandle,TX,Carson,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
22,Male,Black,2/3/2017,Lumberton,NC,Robeson,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
27,Male,Hispanic,2/3/2017,Olympic Valley,CA,Placer,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,Car
26,Male,Hispanic,2/3/2017,Forest Park,IL,Cook,Gunshot,No known charges,Unknown,Vehicle,vehicle,other,Car
33,Male,White,2/3/2017,Hickory,NC,Catawba,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
38,Male,White,2/3/2017,Grafton,WV,Taylor,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
45,Male,White,2/3/2017,Irving,TX,Dallas,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
57,Male,White,2/2/2017,Orange Park,FL,Clay,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
26,Male,White,2/2/2017,Geneva,WI,Walworth,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,other,Not fleeing
19,Male,Black,2/1/2017,Alameda,CA,Alameda,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
23,Male,Black,2/1/2017,Arlington,TX,Tarrant,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
31,Male,Black,2/1/2017,Highland,CA,San Bernardino,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
18,Male,Hispanic,2/1/2017,Wichita Falls,TX,Wichita,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
37,Male,Black,1/31/2017,Los Angeles,CA,Los Angeles,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing
44,Male,White,1/31/2017,LaGrange,GA,Troup,Taser,No known charges,Unknown,Allegedly Armed,knife,attack,Not fleeing
50,Male,Black,1/30/2017,Kiowa,OK,Pittsburg,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
45,Male,Hispanic,1/30/2017,Fresno,CA,Fresno,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,gun and knife,attack,Not fleeing
36,Male,White,1/30/2017,Lynnwood,WA,Snohomish,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
42,Male,White,1/30/2017,Modesto,CA,Stanislaus,"Gunshot, Taser",No known charges,Drug or alcohol use,Unclear,beer bottle,other,Not fleeing
18,Male,Hispanic,1/29/2017,Santa Ana,CA,Orange,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Foot
53,Male,Unknown race,1/29/2017,Oakdale,CT,New London,Gunshot,No known charges,Yes,Allegedly Armed,taser,attack,Not fleeing
17,Male,Black,1/28/2017,Des Moines,WA,King,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
25,Male,Hispanic,1/28/2017,Fort Stockton,TX,Pecos,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
45,Male,White,1/28/2017,Apache Junction,AZ,Pinal,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
49,Male,White,1/28/2017,Eau Claire,WI,Eau Claire,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
25,Male,Hispanic,1/27/2017,Alhambra,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
24,Male,Black,1/26/2017,Atlanta,GA,Fulton,Gunshot,No known charges,Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,other,Car
28,Male,Hispanic,1/26/2017,Charlotte,NC,Mecklenburg,Gunshot,No known charges,No,Allegedly Armed,gun,other,Car
34,Male,White,1/26/2017,Groveport,OH,Franklin,Gunshot,No known charges,No,Allegedly Armed,metal pipe,other,Not fleeing
59,Male,White,1/26/2017,Baltimore,MD,Baltimore City,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
54,Male,Black,1/25/2017,Southaven,MS,DeSoto,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
50,Male,White,1/25/2017,Millston,WI,Jackson,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
37,Male,White,1/25/2017,Oxford,AL,Calhoun,Gunshot,No known charges,Yes,Vehicle,vehicle,attack,Car
26,Male,Black,1/24/2017,New Orleans,LA,Orleans,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
45,Male,Black,1/24/2017,South Hill,VA,Mecklenburg,Taser,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
18,Male,Hispanic,1/24/2017,Lancaster,PA,Lancaster,"Gunshot, Taser",No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing
27,Male,Hispanic,1/24/2017,Bakersfield,CA,Kern,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Other
29,Male,Hispanic,1/24/2017,Las Cruces,NM,Dona Ana,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Foot
32,Male,Hispanic,1/24/2017,Kuna,ID,Ada,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
34,Male,Hispanic,1/24/2017,Atascadero,CA,San Luis Obispo,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
22,Male,White,1/24/2017,Kansas City,MO,Jackson,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Car
30,Male,White,1/24/2017,Rockford,MI,Kent,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
25,Male,Black,1/23/2017,Kenner,LA,Jefferson,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
21,Male,Hispanic,1/23/2017,Vallejo,CA,Solano,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
52,Male,White,1/23/2017,Brooklet,GA,Bulloch,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
60,Male,White,1/23/2017,Wilmington,DE,New Castle,Gunshot,No known charges,Unknown,Allegedly Armed,gun,other,Not fleeing
27,Male,White,1/23/2017,Springfield,IL,Sangamon,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
57,Male,White,1/23/2017,St. Louis,MO,St. Louis,Taser,No known charges,Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
57,Male,Black,1/22/2017,Larimer,PA,Allegheny,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
33,Male,Hispanic,1/22/2017,Carson,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
57,Male,White,1/22/2017,Waldoboro,ME,Lincoln,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
44,Male,Black,1/21/2017,Greenville,MS,Washington,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
57,Male,White,1/21/2017,Jean,NV,Clark,"Gunshot, Taser",No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing
20,Male,Black,1/20/2017,Chicago,IL,Cook,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
39,Male,White,1/20/2017,Gainesville,FL,Alachua,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
